Position,Track Name,Artist,Streams,Date,Genre
68,Swang,Rae Sremmurd,848818,2017-02-28,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
69,Human,Rag'n'Bone Man,843739,2017-02-28,['neo soul']
70,It's Gotta Be You,Isaiah Firebrace,841996,2017-02-28,['australian pop']
71,Selfish (feat. Rihanna),Future,840540,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
72,Alone,Alan Walker,826507,2017-02-28,"['pop dance', 'electro house']"
73,Photograph,Ed Sheeran,810295,2017-02-28,"['uk pop', 'pop']"
74,History,Olivia Holt,809501,2017-02-28,"['post-teen pop', 'social media pop', 'alt z', 'pop', 'dance pop']"
75,September Song,JP Cooper,801243,2017-02-28,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
76,Mercy,Shawn Mendes,799815,2017-02-28,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
77,Touch,Little Mix,791961,2017-02-28,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
78,Don't Let Me Down (feat. Daya),The Chainsmokers,783439,2017-02-28,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
79,Heathens,Twenty One Pilots,781922,2017-02-28,"['modern rock', 'rock']"
80,Treat You Better,Shawn Mendes,780944,2017-02-28,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
81,I Would Like,Zara Larsson,768675,2017-02-28,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
82,Party Monster,The Weeknd,764536,2017-02-28,"['canadian pop', 'canadian contemporary r&b', 'pop']"
83,Scars To Your Beautiful,Alessia Cara,759497,2017-02-28,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
84,Vente Pa' Ca (feat. Maluma),Ricky Martin,752939,2017-02-28,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
85,Caroline,AminÃ©,750073,2017-02-28,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
86,La Rompe Corazones,Daddy Yankee,741683,2017-02-28,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
87,All We Know,The Chainsmokers,739004,2017-02-28,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
88,Me llamas (feat. Maluma) - Remix,Piso 21,733111,2017-02-28,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
89,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,724851,2017-02-28,"['cubaton', 'reggaeton']"
90,Thinking out Loud,Ed Sheeran,719922,2017-02-28,"['uk pop', 'pop']"
91,Vacaciones,Wisin,716806,2017-02-28,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
92,Moves,Big Sean,707508,2017-02-28,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
93,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,704931,2017-02-28,"['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
94,Redbone,Childish Gambino,703970,2017-02-28,"['rap', 'atl hip hop', 'pop rap', 'hip hop']"
95,Romantic - NOTD Remix,Stanaj,681138,2017-02-28,"['pop', 'indie poptimism', 'electropop', 'alt z', 'post-teen pop', 'pop edm', 'dance pop', 'pop dance', 'tropical house', 'indie cafe pop']"
96,Make Me (Cry),Noah Cyrus,676374,2017-02-28,"['pop', 'post-teen pop', 'alt z', 'dance pop']"
97,Skin,Rag'n'Bone Man,671310,2017-02-28,['neo soul']
98,By Your Side,Jonas Blue,670960,2017-02-28,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
99,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,667656,2017-02-28,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
100,The Other,Lauv,667340,2017-02-28,"['pop', 'post-teen pop', 'electropop', 'dance pop']"
101,Oceans Away,A R I Z O N A,666046,2017-02-28,"['indie poptimism', 'tropical house', 'electropop', 'pop dance', 'pop', 'pop edm']"
102,Love Me Now,John Legend,665879,2017-02-28,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
103,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,665282,2017-02-28,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
104,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,660224,2017-02-28,"['pop rap', 'dance pop', 'pop']"
105,Me RehÃºso,Danny Ocean,658574,2017-02-28,"['pop venezolano', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
106,Sooner Or Later,Aaron Carter,648008,2017-02-28,"['post-teen pop', 'dance pop']"
107,Cake - Challenge Version,Flo Rida,647816,2017-02-28,"['miami hip hop', 'dance pop', 'pop rap', 'pop']"
108,goosebumps,Travis Scott,640697,2017-02-28,"['slap house', 'rap']"
109,Versace on the Floor,Bruno Mars,639202,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
110,Stressed Out,Twenty One Pilots,637590,2017-02-28,"['modern rock', 'rock']"
111,Ride,Twenty One Pilots,627079,2017-02-28,"['modern rock', 'rock']"
112,Down,Marian Hill,623648,2017-02-28,['electropop']
113,Be the One,Dua Lipa,622781,2017-02-28,"['uk pop', 'pop', 'dance pop']"
114,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,620102,2017-02-28,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
115,No Lie,Sean Paul,619783,2017-02-28,"['dance pop', 'dancehall', 'pop rap', 'pop']"
116,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,614097,2017-02-28,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
117,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,612278,2017-02-28,['hollywood']
118,The Greatest (feat. Kendrick Lamar),Sia,598805,2017-02-28,"['pop', 'australian dance', 'australian pop', 'dance pop']"
119,Perfect Strangers,Jonas Blue,598106,2017-02-28,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
120,Faded,Alan Walker,597766,2017-02-28,"['pop dance', 'electro house']"
121,Cheap Thrills,Sia,595215,2017-02-28,"['pop', 'australian dance', 'australian pop', 'dance pop']"
122,Million Reasons,Lady Gaga,595138,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
123,Shooting Stars,Bag Raiders,593880,2017-02-28,"['australian dance', 'alternative dance', 'indietronica', 'filter house', 'nu disco', 'new rave']"
124,Big For Your Boots,Stormzy,579328,2017-02-28,"['grime', 'uk hip hop']"
125,Love Yourself,Justin Bieber,579161,2017-02-28,"['canadian pop', 'post-teen pop', 'pop']"
126,No Heart,21 Savage,576401,2017-02-28,"['atl hip hop', 'rap', 'trap', 'hip hop']"
127,Dile Que Tu Me Quieres,Ozuna,575459,2017-02-28,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
128,La Bicicleta,Carlos Vives,574960,2017-02-28,"['colombian pop', 'champeta', 'latin', 'vallenato', 'latin pop', 'tropical']"
129,This Is What You Came For (feat. Rihanna),Calvin Harris,572733,2017-02-28,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
130,X (feat. Future),21 Savage,571850,2017-02-28,"['atl hip hop', 'rap', 'trap', 'hip hop']"
131,Gyal You A Party Animal - Remix,Charly Black,566502,2017-02-28,['dancehall']
132,Lot to Learn,Luke Christopher,562797,2017-02-28,"['indie pop rap', 'pop rap']"
133,Panda,Desiigner,561548,2017-02-28,"['viral trap', 'trap', 'rap', 'pop rap']"
134,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,558757,2017-02-28,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
135,Location,Khalid,556668,2017-02-28,['pop']
136,Traicionera,Sebastian Yatra,556049,2017-02-28,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
137,Deja Vu,J. Cole,555822,2017-02-28,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
138,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,555257,2017-02-28,"['dance pop', 'pop', 'post-teen pop', 'pop rap']"
139,Too Good,Drake,552932,2017-02-28,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
140,Sexual,NEIKED,549123,2017-02-28,['scandipop']
141,Sorry,Justin Bieber,548789,2017-02-28,"['canadian pop', 'post-teen pop', 'pop']"
142,Reminder,The Weeknd,544481,2017-02-28,"['canadian pop', 'canadian contemporary r&b', 'pop']"
143,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,543188,2017-02-28,"['pop', 'australian dance', 'australian pop', 'dance pop']"
144,Both (feat. Drake),Gucci Mane,539068,2017-02-28,"['rap', 'trap', 'atl hip hop', 'southern hip hop', 'pop rap', 'dirty south rap', 'gangster rap', 'hip hop']"
145,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,536244,2017-02-28,"['rap', 'pop rap', 'new orleans rap', 'trap', 'hip hop']"
146,Te Quiero PaÂ´Mi,Don Omar,533291,2017-02-28,"['puerto rican pop', 'latin', 'reggaeton', 'latin hip hop', 'trap latino']"
147,"i hate u, i love u (feat. olivia o'brien)",gnash,532571,2017-02-28,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
148,Tuesday,Burak Yeter,528237,2017-02-28,['electro house']
149,No Favors,Big Sean,523804,2017-02-28,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
150,Capsize,FRENSHIP,519315,2017-02-28,"['la pop', 'indie poptimism', 'electropop', 'tropical house', 'pop edm', 'pop dance']"
151,Fresh Eyes,Andy Grammer,515806,2017-02-28,"['neo mellow', 'pop rock', 'pop', 'post-teen pop', 'modern rock', 'dance pop']"
152,7 Years,Lukas Graham,493999,2017-02-28,"['scandipop', 'pop', 'danish pop']"
153,Andas En Mi Cabeza,Chino & Nacho,491217,2017-02-28,['tamaulipas rap']
154,Look at Me!,XXXTENTACION,489512,2017-02-28,"['miami hip hop', 'emo rap']"
155,Heavy (feat. Kiiara),Linkin Park,487149,2017-02-28,"['rap metal', 'post-grunge', 'nu metal', 'alternative metal']"
156,Work,Rihanna,482909,2017-02-28,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
157,Controlla,Drake,481408,2017-02-28,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
158,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,480537,2017-02-28,"['soundtrack', 'hollywood', 'adult standards', 'show tunes']"
159,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,476725,2017-02-28,"['tropical house', 'new french touch', 'pop dance']"
160,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,476594,2017-02-28,"['detroit hip hop', 'rap', 'hip hop']"
161,Sneakinâ,Drake,474374,2017-02-28,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
162,Needed Me,Rihanna,472835,2017-02-28,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
163,Everyday,Ariana Grande,470883,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
164,I Love You,Axwell /\ Ingrosso,470677,2017-02-28,"['pop dance', 'edm', 'tropical house', 'dance pop', 'electro house', 'pop']"
165,Some Way,NAV,467273,2017-02-28,"['melodic rap', 'canadian trap', 'rap', 'toronto rap', 'trap', 'canadian hip hop', 'pop rap', 'hip hop']"
166,Send My Love (To Your New Lover),Adele,465714,2017-02-28,"['pop soul', 'british soul', 'uk pop', 'pop']"
167,Let It Go,James Bay,465097,2017-02-28,"['pop', 'neo mellow', 'pop rock', 'modern rock']"
168,Cake By The Ocean,DNCE,465047,2017-02-28,"['pop', 'post-teen pop', 'dance pop', 'pop rock']"
169,Into You,Ariana Grande,463996,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
170,Hello,Adele,462702,2017-02-28,"['pop soul', 'british soul', 'uk pop', 'pop']"
171,Shout Out to My Ex,Little Mix,462258,2017-02-28,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
172,Shape of You - Stormzy Remix,Ed Sheeran,461717,2017-02-28,"['uk pop', 'pop']"
173,Low Life (feat. The Weeknd),Future,460953,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
174,Thumbs,Sabrina Carpenter,459910,2017-02-28,"['pop', 'post-teen pop', 'viral pop', 'alt z', 'dance pop', 'electropop']"
175,Shaky Shaky,Daddy Yankee,457981,2017-02-28,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
176,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,457860,2017-02-28,"['uk pop', 'pop']"
177,This Town,Niall Horan,453392,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
178,Lean On (feat. MÃ & DJ Snake),Major Lazer,452859,2017-02-28,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
179,pick up the phone,Young Thug,448353,2017-02-28,"['rap', 'melodic rap', 'trap', 'atl hip hop', 'atl trap', 'pop rap', 'hip hop', 'gangster rap']"
180,White Iverson,Post Malone,448288,2017-02-28,"['dfw rap', 'melodic rap', 'rap']"
181,Slippery (feat. Gucci Mane),Migos,446300,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap']"
182,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,446242,2017-02-28,['san diego rap']
183,Chillax (feat. Ky-Mani Marley),Farruko,439699,2017-02-28,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
184,No Role Modelz,J. Cole,437387,2017-02-28,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
185,The Mack,Nevada,436508,2017-02-28,['eurodance']
186,PILLOWTALK,ZAYN,433840,2017-02-28,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
187,Lights Down Low,MAX,433468,2017-02-28,"['pop', 'post-teen pop', 'viral pop', 'dance pop', 'electropop', 'pop rap']"
188,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,431715,2017-02-28,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
189,All of Me,John Legend,430693,2017-02-28,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
190,Let Her Go,Passenger,430281,2017-02-28,"['folk-pop', 'neo mellow', 'pop rock', 'pop']"
191,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,429629,2017-02-28,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
192,Kelly Price (feat. Travis Scott),Migos,425947,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap']"
193,Hymn for the Weekend - Seeb Remix,Coldplay,425500,2017-02-28,"['permanent wave', 'pop']"
194,'Till I Collapse,Eminem,425321,2017-02-28,"['detroit hip hop', 'rap', 'hip hop']"
195,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,424573,2017-02-28,"['post-teen pop', 'pop', 'dance pop', 'viral pop']"
196,Borro Cassette,Maluma,423645,2017-02-28,"['reggaeton colombiano', 'reggaeton', 'latin']"
197,Stitches,Shawn Mendes,421186,2017-02-28,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
198,SÃ© Que Te Duele,Alejandro FernÃ¡ndez,419149,2017-02-28,"['latin arena pop', 'latin pop', 'mexican pop', 'latin', 'ranchera', 'mariachi', 'regional mexican']"
199,I Miss You,Grey,419141,2017-02-28,['pop edm']
200,Stay With Me,Sam Smith,417327,2017-02-28,"['pop', 'uk pop', 'post-teen pop', 'dance pop']"
1,Shape of You,Ed Sheeran,7201132,2017-03-01,"['uk pop', 'pop']"
2,Something Just Like This,The Chainsmokers,4581789,2017-03-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
3,It Ain't Me (with Selena Gomez),Kygo,4529714,2017-03-01,"['tropical house', 'pop dance', 'pop', 'edm']"
4,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3898610,2017-03-01,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
5,Paris,The Chainsmokers,3675730,2017-03-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3501514,2017-03-01,"['puerto rican pop', 'latin', 'latin pop']"
7,Scared to Be Lonely,Martin Garrix,3202617,2017-03-01,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
8,Chained To The Rhythm,Katy Perry,3094974,2017-03-01,"['pop', 'post-teen pop', 'dance pop']"
9,Issues,Julia Michaels,2746887,2017-03-01,"['pop', 'post-teen pop', 'alt z', 'dance pop', 'electropop']"
10,Castle on the Hill,Ed Sheeran,2571238,2017-03-01,"['uk pop', 'pop']"
11,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2566642,2017-03-01,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
12,I Feel It Coming,The Weeknd,2410317,2017-03-01,"['canadian pop', 'canadian contemporary r&b', 'pop']"
13,Slide (feat. Frank Ocean & Migos),Calvin Harris,2372307,2017-03-01,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
14,Stay (with Alessia Cara),Zedd,2343615,2017-03-01,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']"
15,Say You Won't Let Go,James Arthur,2339289,2017-03-01,"['pop', 'uk pop', 'talent show', 'post-teen pop']"
16,That's What I Like,Bruno Mars,2315111,2017-03-01,"['pop', 'post-teen pop', 'dance pop']"
17,Believer,Imagine Dragons,2202628,2017-03-01,"['modern rock', 'pop', 'rock']"
18,Closer,The Chainsmokers,2199137,2017-03-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
19,Call On Me - Ryan Riback Extended Remix,Starley,2189278,2017-03-01,"['aussietronica', 'tropical house', 'pop dance']"
20,Cold,Maroon 5,2175106,2017-03-01,"['pop', 'pop rock']"
21,Starboy,The Weeknd,2132142,2017-03-01,"['canadian pop', 'canadian contemporary r&b', 'pop']"
22,Bad and Boujee (feat. Lil Uzi Vert),Migos,1977639,2017-03-01,"['rap', 'atl hip hop', 'trap', 'pop rap']"
23,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1957393,2017-03-01,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
24,"How Far I'll Go - From ""Moana""",Alessia Cara,1940662,2017-03-01,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
25,iSpy (feat. Lil Yachty),KYLE,1918710,2017-03-01,"['pop rap', 'rap', 'social media pop']"
26,Chantaje (feat. Maluma),Shakira,1778499,2017-03-01,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
27,Just Hold On,Steve Aoki,1707544,2017-03-01,"['edm', 'pop dance', 'electro house', 'tropical house', 'dance pop', 'pop']"
28,Solo Dance,Martin Jensen,1691340,2017-03-01,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
29,Weak,AJR,1669292,2017-03-01,"['modern rock', 'pop rap']"
30,Bad Things (with Camila Cabello),Machine Gun Kelly,1644166,2017-03-01,"['ohio hip hop', 'pop rap']"
31,All Time Low,Jon Bellion,1602315,2017-03-01,['pop rap']
32,All Night,The Vamps,1584046,2017-03-01,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
33,Let Me Love You,DJ Snake,1562530,2017-03-01,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
34,Bounce Back,Big Sean,1559143,2017-03-01,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
35,Fake Love,Drake,1508538,2017-03-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
36,Don't Wanna Know,Maroon 5,1498829,2017-03-01,"['pop', 'pop rock']"
37,El Amante,Nicky Jam,1495435,2017-03-01,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
38,Congratulations,Post Malone,1464084,2017-03-01,"['dfw rap', 'melodic rap', 'rap']"
39,24K Magic,Bruno Mars,1429108,2017-03-01,"['pop', 'post-teen pop', 'dance pop']"
40,Shed a Light,Robin Schulz,1364667,2017-03-01,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
41,Don't Leave,Snakehips,1340563,2017-03-01,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
42,You Don't Know Me - Radio Edit,Jax Jones,1330722,2017-03-01,"['pop dance', 'uk dance', 'tropical house', 'dance pop', 'pop', 'house', 'edm', 'pop rap', 'post-teen pop', 'electro house']"
43,ReggaetÃ³n Lento (Bailemos),CNCO,1323567,2017-03-01,"['boy band', 'latin pop', 'reggaeton', 'latin']"
44,One Dance,Drake,1318007,2017-03-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
45,Tunnel Vision,Kodak Black,1277087,2017-03-01,"['melodic rap', 'rap', 'miami hip hop', 'florida rap', 'trap', 'southern hip hop', 'hip hop']"
46,Mask Off,Future,1271052,2017-03-01,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
